id,name,project
5f2db9eee4b05495d26655fb,TCGA-06-5412-01A.STAR.fusion_predictions.abridged.coding_effect.tsv,gaonkark/d3b-0007-annofuse-dev
5f2dbb65e4b03703df852f2c,TCGA-06-5412-01A.arriba.fusions.tsv,gaonkark/d3b-0007-annofuse-dev
5f2db982e4b03703df8528f9,TCGA-06-5413-01A.STAR.fusion_predictions.abridged.coding_effect.tsv,gaonkark/d3b-0007-annofuse-dev
5f2dbb35e4b03703df852e64,TCGA-06-5413-01A.arriba.fusions.tsv,gaonkark/d3b-0007-annofuse-dev
5f29b27de4b0e4c5ab182a5f,TCGA-06-5417-01A.STAR.fusion_predictions.abridged.coding_effect.tsv,gaonkark/d3b-0007-annofuse-dev
5f29b3e0e4b0a6d3da491bce,TCGA-06-5417-01A.arriba.fusions.tsv,gaonkark/d3b-0007-annofuse-dev
5f2dbb0ee4b05495d2665a59,TCGA-06-5418-01A.STAR.fusion_predictions.abridged.coding_effect.tsv,gaonkark/d3b-0007-annofuse-dev
5f2dbcc5e4b05495d2665dd1,TCGA-06-5418-01A.arriba.fusions.tsv,gaonkark/d3b-0007-annofuse-dev
5f2dba08e4b05495d2665660,TCGA-06-5856-01A.STAR.fusion_predictions.abridged.coding_effect.tsv,gaonkark/d3b-0007-annofuse-dev
5f2dbf3de4b05495d26662c6,TCGA-06-5856-01A.arriba.fusions.tsv,gaonkark/d3b-0007-annofuse-dev
5f2dbb4ee4b05495d2665ad7,TCGA-06-5859-01A.STAR.fusion_predictions.abridged.coding_effect.tsv,gaonkark/d3b-0007-annofuse-dev
5f2dbcaae4b05495d2665da2,TCGA-06-5859-01A.arriba.fusions.tsv,gaonkark/d3b-0007-annofuse-dev
5f2db66be4b03703df852020,TCGA-2G-AAM2-01A.STAR.fusion_predictions.abridged.coding_effect.tsv,gaonkark/d3b-0007-annofuse-dev
5f2db800e4b05495d266508e,TCGA-2G-AAM2-01A.arriba.fusions.tsv,gaonkark/d3b-0007-annofuse-dev
5f2dbb70e4b03703df852f3d,TCGA-32-1970-01A.STAR.fusion_predictions.abridged.coding_effect.tsv,gaonkark/d3b-0007-annofuse-dev
5f2dcd3ae4b05495d2666d27,TCGA-36-1571-01A.STAR.fusion_predictions.abridged.coding_effect.tsv,gaonkark/d3b-0007-annofuse-dev
5f2dc734e4b05495d266692b,TCGA-36-1571-01A.arriba.fusions.tsv,gaonkark/d3b-0007-annofuse-dev
