id,name,project
5f2dc15ae4b05495d266642c,TCGA-06-5412-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc104e4b03703df853984,TCGA-06-5413-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f29b55ee4b0e4c5ab182b32,TCGA-06-5417-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc238e4b03703df853b5b,TCGA-06-5418-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc235e4b03703df853b52,TCGA-06-5856-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc234e4b03703df853b4b,TCGA-06-5859-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc00ee4b05495d2666354,TCGA-2G-AAM2-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc33ae4b05495d266667b,TCGA-32-1970-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dd079e4b03703df8543bb,TCGA-36-1571-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc824e4b03703df853f08,TCGA-61-1733-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dcb2be4b05495d2666c7a,TCGA-61-1736-01B.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc3fbe4b03703df853c8a,TCGA-61-1738-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc8f8e4b05495d2666ba1,TCGA-61-2000-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbafae4b05495d2665a10,TCGA-61-2111-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f343de7e4b037037be1b88a,TCGA-61-2113-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f3438dfe4b037037be1a6ab,TCGA-76-4932-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc6c5e4b03703df853e3d,TCGA-78-7539-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2ded59e4b03703df8569e5,TCGA-93-A4JN-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2de938e4b05495d2668e6c,TCGA-93-A4JO-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dee05e4b05495d2669704,TCGA-BQ-7050-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2e02f2e4b05495d2669f05,TCGA-BQ-7051-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2db9a8e4b03703df85295f,TCGA-CV-5978-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc03ce4b03703df85386a,TCGA-CV-5979-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2deaa3e4b05495d26690d2,TCGA-CV-6433-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dec61e4b05495d266943b,TCGA-CV-6441-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2df4e7e4b03703df856fa9,TCGA-CV-6933-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2df1ece4b03703df856dba,TCGA-CV-6935-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dfa0be4b05495d2669dfd,TCGA-CV-6936-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2de692e4b05495d2668961,TCGA-CV-6937-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbbcce4b03703df853056,TCGA-D5-5538-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbe3ae4b03703df85360b,TCGA-D8-A1XG-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc7b6e4b05495d2666a90,TCGA-D8-A1XJ-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc04ee4b03703df853886,TCGA-DM-A1HA-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbc48e4b05495d2665cf9,TCGA-DM-A280-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dba51e4b05495d26657df,TCGA-DM-A288-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbd7be4b03703df8534ae,TCGA-DM-A28A-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc469e4b03703df853d15,TCGA-DM-A28F-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2deb11e4b03703df856713,TCGA-DQ-7591-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2df6f4e4b03703df8570b5,TCGA-DQ-7592-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2df283e4b05495d2669aa3,TCGA-DW-7839-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc321e4b05495d266665b,TCGA-E2-A15A-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc1bce4b03703df853ac4,TCGA-ET-A3BU-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbc24e4b05495d2665cab,TCGA-F4-6459-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dba14e4b05495d2665682,TCGA-F4-6461-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dee93e4b05495d26697ed,TCGA-FV-A496-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2deb38e4b05495d266926e,TCGA-FV-A4ZP-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2deceee4b03703df85697b,TCGA-FV-A4ZQ-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dee8de4b03703df856b4e,TCGA-G3-A25U-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2df165e4b05495d26699a0,TCGA-G3-A25X-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2df492e4b03703df856fa2,TCGA-G3-A25Y-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2de7f5e4b03703df8561e6,TCGA-G3-A3CG-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2ded71e4b03703df8569f7,TCGA-G3-A3CH-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2deb2fe4b03703df856747,TCGA-G3-A3CI-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbc84e4b05495d2665d5a,TCGA-GN-A8LN-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dd579e4b05495d266721a,TCGA-H2-A2K9-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dca4ce4b05495d2666c1d,TCGA-H2-A3RI-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc8d0e4b05495d2666b98,TCGA-J8-A3O1-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbbafe4b03703df852fd8,TCGA-L1-A7W4-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2ded62e4b03703df8569f0,TCGA-LA-A7SW-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc187e4b03703df853a6b,TCGA-LH-A9QB-06A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbca2e4b05495d2665d99,TCGA-LL-A5YN-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbc32e4b05495d2665cc7,TCGA-LL-A5YO-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbce3e4b03703df853367,TCGA-LL-A5YP-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc49fe4b03703df853d4d,TCGA-LL-A6FQ-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc0b9e4b05495d26663ab,TCGA-LL-A6FR-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dec1be4b05495d26693d9,TCGA-MP-A4TK-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2ded82e4b03703df856a13,TCGA-MP-A5C7-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc369e4b05495d26666da,TCGA-MY-A913-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2de721e4b05495d2668aae,TCGA-NC-A5HD-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dee81e4b03703df856b49,TCGA-NC-A5HE-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbf58e4b03703df85375b,TCGA-NC-A5HF-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc273e4b03703df853b95,TCGA-NC-A5HK-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2d9caae4b05495d266175a,TCGA-NC-A5HL-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2db838e4b05495d2665144,TCGA-NC-A5HM-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbea0e4b03703df853693,TCGA-NC-A5HN-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2de7efe4b03703df8561d9,TCGA-NJ-A4YF-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f3432b2e4b037037be18e5f,TCGA-O2-A52V-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f343f09e4b054954c478b89,TCGA-O2-A5IB-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dc62ee4b05495d266686c,TCGA-OD-A75X-06A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f344a4de4b054954c47adc4,TCGA-OY-A56Q-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2def96e4b03703df856c9c,TCGA-P4-A5EB-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2de331e4b05495d266847a,TCGA-P4-AAVM-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2df272e4b05495d2669a89,TCGA-PJ-A5Z8-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
5f2dbefde4b03703df8536f6,TCGA-Q1-A6DW-01A.rsem.genes.results.gz,gaonkark/d3b-0007-annofuse-dev
